gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CLV,AvgMonthlyCharges,ServiceCount,TenureGroup,ChargeGroup,Churn
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,284.70000000000005,68.3,8,0,2,0
0,0,1,0,47,1,2,2,1,1,1,1,1,1,1,0,2,26.9,1250.85,1264.3,26.059375,11,2,0,0
1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,3,89.55,5012.35,5104.349999999999,86.4198275862069,15,3,2,0
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,70.05,3062.45,3152.25,66.575,9,2,2,0
1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,937.6,916.3000000000001,62.50666666666667,7,1,2,1
0,1,0,0,27,1,2,1,0,0,2,0,0,2,0,0,1,88.3,2467.75,2384.1,88.13392857142857,8,2,2,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,69.55,34.775,2,0,2,1
1,0,0,1,54,1,0,0,0,2,2,2,0,0,1,1,2,61.0,3283.05,3294.0,59.691818181818185,7,3,1,0
1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,365.84999999999997,32.894999999999996,5,0,1,1
0,1,0,0,36,1,2,1,0,0,0,0,0,0,0,1,0,74.9,2659.45,2696.4,71.87702702702703,4,2,2,0
1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,78.35,5445.95,5484.5,76.70352112676056,13,3,2,0
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,1355.1,1412.8999999999999,18.820833333333333,9,3,0,0
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,323.85,79.65,12,0,3,0
0,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,107.45,7658.3,7736.400000000001,104.90821917808219,14,3,3,0
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,7578.05,7560.0,103.80890410958904,12,3,3,0
1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2779.5,2697.9,39.707142857142856,7,3,1,0
1,0,1,0,61,1,2,1,2,2,0,0,2,2,0,1,2,106.2,6375.2,6478.2,102.8258064516129,12,3,3,0
1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,835.5,858.0,18.566666666666666,9,2,0,0
1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7,55.7,27.85,5,0,1,0
1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,0,69.85,5102.35,5029.2,69.89520547945206,11,3,2,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,417.65,400.0,19.888095238095236,9,1,0,0
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1830.1,1748.8,55.45757575757575,5,2,1,0
0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,538.2,546.75,19.22142857142857,9,2,0,0
0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,24.45,1066.15,1124.7,22.684042553191492,11,2,0,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,73.65,73.65,36.825,4,0,2,1
1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,3143.65,3143.4,98.2390625,10,2,3,0
1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,216.9,246.0,36.15,3,0,1,1
0,0,1,1,44,1,0,2,1,1,1,1,1,1,0,0,3,19.6,780.25,862.4000000000001,17.33888888888889,9,2,0,0
0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95,3702.6000000000004,53.26014492753623,5,3,1,0
1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,102.5,100.8,20.5,1,0,0,1
1,0,1,0,15,1,0,2,1,1,1,1,1,1,1,0,3,18.8,294.95,282.0,18.434375,9,1,0,0
1,1,0,0,54,1,0,0,0,0,2,2,0,2,1,0,0,65.25,3529.95,3523.5,64.18090909090908,7,3,2,0
1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,2010.55,1925.0,55.84861111111111,3,2,1,1
0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,229.4,254.75,38.233333333333334,7,0,1,0
0,1,1,0,70,1,2,1,0,2,0,2,2,2,1,1,0,105.55,7195.35,7388.5,101.34295774647887,12,3,3,0
1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,4079.55,4204.2,76.97264150943397,11,3,2,0
0,0,0,0,23,1,0,2,1,1,1,1,1,1,1,1,1,19.65,478.1,451.95,19.920833333333334,9,1,0,0
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,1,0,110.45,8058.85,7952.400000000001,110.39520547945206,14,3,3,0
1,0,1,1,72,1,2,1,2,2,0,2,0,2,2,1,1,97.75,6991.6,7038.0,95.77534246575343,12,3,3,0
1,0,0,0,52,0,1,0,0,2,0,0,0,0,1,0,3,30.1,1623.4,1565.2,30.630188679245286,3,3,0,0
0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,1,2,83.35,2757.85,2750.5499999999997,81.11323529411764,6,2,2,1
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,5753.25,5713.2,78.81164383561644,11,3,2,0
1,0,1,1,13,1,0,0,0,0,0,0,2,2,1,1,2,64.75,877.35,841.75,62.667857142857144,5,1,1,0
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,947.3,937.1999999999999,72.86923076923077,4,0,2,1
0,1,0,0,57,1,0,0,2,0,2,2,2,0,2,0,0,69.85,4003.0,3981.45,69.01724137931035,9,3,2,0
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.25,129.15,141.75,16.14375,9,0,0,0
1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,4353.900000000001,91.75531914893617,10,2,2,0
1,0,0,1,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,364.55,406.8,72.91,10,0,3,1
0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,21.1,741.0,738.5,20.583333333333332,9,2,0,0
1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,106.85,106.35000000000001,26.7125,5,0,1,1
0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,100.25,2387.75,2506.25,91.83653846153847,10,2,3,1
1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,6287.25,6313.299999999999,106.5635593220339,14,3,3,1
1,0,0,1,13,1,0,0,2,0,0,0,0,0,0,1,1,52.1,670.65,677.3000000000001,47.903571428571425,3,1,1,0
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,970.55,1016.25,37.32884615384615,5,2,1,0
0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,1891.05,84.67727272727274,8,1,2,0
1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,0,3,79.15,5536.5,5540.5,77.97887323943662,13,3,2,0
1,0,1,0,31,1,2,0,0,0,2,2,2,2,1,1,3,79.3,2484.0,2458.2999999999997,77.625,11,2,2,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.0,89.75,90.0,29.916666666666668,1,0,1,0
0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25,4920.0,100.08673469387755,12,2,3,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,361.2,48.71111111111111,1,0,1,1
1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,4627.65,4545.95,68.05367647058823,9,3,2,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,280.6,53.67,2,0,2,1
1,0,0,0,6,1,0,0,2,0,2,2,2,2,0,0,1,78.65,483.3,471.90000000000003,69.04285714285714,11,0,2,0
0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,3445.0,62.83207547169811,13,3,2,0
0,1,0,0,18,1,2,1,0,2,0,2,2,2,0,1,1,103.6,1806.35,1864.8,95.07105263157894,12,1,3,0
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1685.9,1729.0,23.745070422535214,11,3,0,0
0,0,1,1,41,1,2,1,2,2,0,0,2,0,0,1,0,94.3,3893.6,3866.2999999999997,92.70476190476191,10,2,2,0
0,0,0,0,40,0,1,0,2,0,0,2,2,2,1,1,0,54.55,2236.2,2182.0,54.541463414634144,9,2,1,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,1,1,0,20.2,845.6,929.1999999999999,17.99148936170213,9,2,0,0
1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4,4641.0,87.78113207547169,15,3,2,0
0,0,0,0,24,1,2,1,0,0,0,2,0,2,0,1,2,89.55,2259.35,2149.2,90.374,8,1,2,0
0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,3326.2,3275.9,79.1952380952381,13,2,2,1
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,265.3,254.15,18.95,9,1,0,0
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2661.1,2729.6,80.63939393939394,6,2,2,1
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,7544.0,7596.0,103.34246575342466,12,3,3,0
1,0,1,1,50,1,0,0,0,0,0,0,0,0,1,1,0,44.8,2230.85,2240.0,43.7421568627451,1,3,1,0
1,0,1,0,37,1,2,0,2,0,0,0,0,0,0,1,3,55.05,2030.75,2036.85,53.44078947368421,5,2,1,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45,20.45,10.225,9,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.55,90.55,90.55,45.275,6,0,2,1
0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05,415.1,461.15000000000003,17.295833333333334,9,1,0,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,71.3,157.75,142.6,52.583333333333336,2,0,2,0
0,0,0,0,59,1,2,0,2,2,2,2,0,2,1,0,1,79.85,4786.1,4711.15,79.76833333333335,13,3,2,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,20.95,109.5,125.69999999999999,15.642857142857142,9,0,0,0
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15,7993.3,8033.650000000001,111.01805555555556,16,3,3,0
1,1,0,0,5,0,1,0,0,0,2,2,2,0,0,0,1,45.4,214.75,227.0,35.791666666666664,7,0,1,0
0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.05,830.7,800.5,75.51818181818182,6,0,2,1
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,523.8,18.92142857142857,9,2,0,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,263.65,275.8,17.576666666666664,9,1,0,0
0,0,1,1,71,1,2,0,2,2,2,2,0,0,2,0,3,71.1,5224.95,5048.099999999999,72.56875,11,3,2,0
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1505.05,1500.0,24.67295081967213,11,3,0,0
0,0,1,1,67,1,2,1,2,0,2,2,2,2,1,1,2,109.4,7281.6,7329.8,107.08235294117648,14,3,3,0
0,0,1,1,11,0,1,0,2,0,0,0,0,0,0,1,2,29.6,346.45,325.6,28.870833333333334,3,0,0,0
1,0,0,0,24,1,0,2,1,1,1,1,1,1,2,0,3,20.75,487.05,498.0,19.482,9,1,0,0
1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,4412.45,90.945,8,3,2,1
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,44.55,44.55,22.275,1,0,1,0
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,627.4,681.6,69.71111111111111,6,0,2,1
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6,299.4,294.0,18.7125,9,1,0,0
1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,943.0,961.15,19.645833333333332,9,2,0,0
1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,906.85,913.5,90.685,10,0,3,0
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4740.0,4538.25,103.04347826086956,10,2,3,1
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45,661.65,19.689705882352943,9,2,0,0
1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3882.3,3897.9500000000003,88.23409090909091,10,2,2,0
0,1,0,0,26,1,0,1,0,0,0,0,0,2,0,1,2,78.8,2006.1,2048.7999999999997,74.3,4,2,2,0
0,0,0,0,7,1,2,1,2,0,0,0,0,0,0,1,3,79.65,604.7,557.5500000000001,75.5875,6,0,2,1
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,19.7,340.35,334.9,18.908333333333335,9,1,0,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,0,0,105.25,7609.75,7578.0,104.2431506849315,12,3,3,0
1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,3,19.25,677.9,673.75,18.830555555555556,9,2,0,0
0,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,1,100.3,3541.4,3711.1,93.19473684210527,10,2,3,0
1,0,0,1,52,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85,4427.8,84.18584905660379,13,3,2,0
1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,389.8,357.5,35.43636363636364,5,0,1,0
0,0,0,1,65,0,1,0,0,2,0,2,2,0,2,0,3,45.25,2933.95,2941.25,44.45378787878788,7,3,1,0
0,0,1,0,65,1,0,0,2,0,2,0,0,0,0,1,3,55.15,3673.15,3584.75,55.65378787878788,5,3,1,0
0,0,1,1,30,1,0,0,0,0,2,2,2,0,1,1,2,64.5,1985.15,1935.0,64.03709677419356,7,2,1,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,20.5,255.5,246.0,19.653846153846153,9,0,0,0
1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05,490.95,49.405,5,0,1,1
1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,5485.5,5504.049999999999,101.58333333333333,12,3,3,1
0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,3051.4,78.42692307692307,11,2,2,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,8211.6,113.55068493150686,16,3,3,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,443.29999999999995,18.256521739130434,9,1,0,0
0,0,0,0,11,1,0,0,2,0,0,2,0,0,1,1,3,54.6,617.85,600.6,51.487500000000004,5,0,1,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,0,20.7,39.85,41.4,13.283333333333333,9,0,0,0
1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,171.0,150.60000000000002,24.428571428571427,11,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,70.3,35.15,2,0,2,1
0,0,0,1,11,0,1,0,2,0,0,2,0,0,1,1,3,36.05,402.6,396.54999999999995,33.550000000000004,5,0,1,0
0,0,0,0,32,1,2,1,0,0,2,0,2,2,0,1,2,101.35,3334.9,3243.2,101.05757575757576,10,2,3,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.15,123.8,140.3,41.266666666666666,2,0,2,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,6668.05,6418.400000000001,92.61180555555556,15,3,2,0
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,253.9,244.0,23.081818181818182,11,0,0,0
1,0,0,0,19,1,2,0,0,0,2,2,0,0,0,0,2,59.55,1144.6,1131.45,57.23,7,1,1,0
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,5708.400000000001,79.54374999999999,13,3,2,0
0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,3494.4,52.66923076923077,9,3,1,0
0,0,0,0,68,0,1,0,0,2,0,2,0,2,0,0,2,44.95,3085.35,3056.6000000000004,44.71521739130435,7,3,1,0
0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,716.1,713.9000000000001,59.675000000000004,5,0,1,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,74.7,74.7,37.35,4,0,2,1
1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85,462.8,474.25,77.13333333333334,8,0,2,1
1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3,3342.95,89.98157894736842,8,2,2,0
1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,335.75,284.54999999999995,83.9375,8,0,2,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,20.15,10.075,9,0,0,1
1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3,152.39999999999998,21.900000000000002,11,0,0,0
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,788.6,795.6,78.86,6,0,2,0
1,0,1,1,7,1,0,0,2,0,0,0,0,0,1,1,2,49.75,331.3,348.25,41.4125,3,0,1,1
0,0,0,0,29,0,1,0,2,2,0,2,0,0,1,0,1,39.5,1082.75,1145.5,36.09166666666667,7,2,1,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,19.1,19.1,9.55,9,0,0,0
1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,6567.0,100.15671641791045,10,3,3,1
1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,3122.4,3249.3999999999996,69.38666666666667,4,2,2,0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.8,50.8,50.8,25.4,3,0,1,1
0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,1289.75,20.189705882352943,9,3,0,0
0,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,103.2,7362.9,7430.400000000001,100.86164383561643,12,3,3,0
1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,118.25,119.6,23.65,3,0,0,0
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,72.6,154.3,145.2,51.43333333333334,4,0,2,0
0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,799.65,747.5,72.69545454545454,4,0,2,1
1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,1,19.3,486.2,443.90000000000003,20.258333333333333,9,1,0,0
0,0,1,0,40,1,0,2,1,1,1,1,1,1,2,0,3,19.1,780.1,764.0,19.026829268292683,9,2,0,0
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,223.20000000000002,57.3875,4,0,2,1
0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,1,2,20.05,264.55,240.60000000000002,20.35,9,0,0,0
0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,69.1,3168.0,3178.6,67.40425531914893,7,2,2,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,1359.3,19.955714285714286,9,3,0,0
0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25,5555.2,81.95769230769231,8,3,2,0
1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,335.65,334.20000000000005,47.949999999999996,5,0,1,0
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.45,1385.85,1369.2,24.31315789473684,11,3,0,0
0,0,0,0,9,1,2,1,0,0,2,0,2,2,0,0,1,98.3,923.5,884.6999999999999,92.35,10,0,3,1
1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,0,1,19.8,677.05,732.6,17.817105263157895,9,2,0,0
0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,104.45,7349.35,7311.5,103.51197183098591,12,3,3,0
0,0,1,1,72,1,2,1,2,0,0,0,0,0,2,0,0,79.05,5730.7,5691.599999999999,78.5027397260274,6,3,2,0
0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,3013.4,57.40094339622642,7,3,1,0
0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,2333.85,2290.5,50.73586956521739,7,2,1,0
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3510.3,3499.15,73.13125000000001,9,2,2,0
1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,1477.65,1497.15,52.77321428571429,5,2,1,0
0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3623.95,3631.4,53.29338235294117,11,3,1,0
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,2007.85,2021.7,42.72021276595744,5,2,1,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.5,96.85,78.0,19.369999999999997,9,0,0,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,0,20.4,275.7,285.59999999999997,18.38,9,1,0,0
0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,576.65,567.6999999999999,72.08125,4,0,2,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45,90.0,32.15,1,0,1,1
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,100.8,100.8,50.4,10,0,3,1
1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,3,20.6,581.85,556.2,20.780357142857145,9,2,0,0
1,1,1,1,10,0,1,0,0,0,0,0,0,2,0,1,0,34.55,362.6,345.5,32.96363636363637,3,0,0,0
0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2680.15,2719.7999999999997,72.43648648648649,11,2,2,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.25,24.25,24.25,12.125,1,0,0,1
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,813.85,19.29642857142857,9,2,0,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,45.85,22.925,1,0,1,0
1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3777.15,3771.5,96.85000000000001,10,2,3,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,33.7,40.1,11.233333333333334,9,0,0,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.7,83.75,82.8,16.75,9,0,0,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.65,68.35,58.949999999999996,17.0875,9,0,0,0
0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1846.65,1886.3999999999999,73.866,11,1,2,0
0,0,1,1,17,1,2,1,2,0,2,0,2,2,0,1,2,104.2,1743.5,1771.4,96.86111111111111,12,1,3,1
0,0,0,0,31,1,2,1,2,2,0,0,2,2,0,0,2,104.35,3205.6,3234.85,100.175,12,2,3,0
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6,95.6,47.8,8,0,3,1
1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1980.3,2053.2,33.005,5,3,0,0
1,0,1,1,24,1,2,0,2,0,2,2,2,2,1,1,3,84.8,1990.5,2035.1999999999998,79.62,13,1,2,0
0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3467.0,3422.1,101.97058823529412,12,2,3,1
0,0,1,0,2,1,0,0,0,0,2,0,2,2,0,0,1,69.0,147.8,138.0,49.26666666666667,7,0,2,0
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,3673.6,3662.0,89.6,6,2,2,0
1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55,80.55,40.275,4,0,2,1
1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,0,85.45,6029.9,6066.95,83.7486111111111,13,3,2,0
0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,1574.1999999999998,87.76111111111112,8,1,2,0
0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,90.6,5817.45,5798.4,89.49923076923076,15,3,2,0
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,216.75,225.45000000000002,54.1875,4,0,2,1
0,0,1,1,43,1,2,2,1,1,1,1,1,1,1,1,0,24.45,993.15,1051.35,22.571590909090908,11,2,0,0
1,1,1,0,30,1,2,1,0,0,0,2,2,2,0,1,2,101.5,2917.65,3045.0,94.11774193548388,10,2,3,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,19.25,19.25,9.625,9,0,0,0
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1067.65,1027.5,20.9343137254902,9,3,0,0
0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,1996.2499999999998,77.51346153846154,6,2,2,1
0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,767.6,18.869230769230768,9,2,0,0
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,340.85,324.0,68.17,4,0,2,1
0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,0,50.55,235.65,202.2,47.13,3,0,1,0
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,2,105.3,550.6,526.5,91.76666666666667,12,0,3,0
0,0,0,0,3,1,0,0,2,2,0,2,0,2,2,0,3,71.1,213.35,213.29999999999998,53.3375,9,0,2,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1830.05,1774.8,25.06917808219178,11,3,0,0
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,3480.35,72.83958333333334,11,2,2,0
0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,6857.5,105.84318181818182,12,3,3,1
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,202.0,20.700000000000003,1,0,0,0
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,2122.45,2304.0,84.898,8,1,3,1
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,2082.3,91.50217391304349,8,1,2,1
0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,75.3,37.65,4,0,2,1
1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,69.15,2275.1,2351.1000000000004,65.00285714285714,2,2,2,0
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,106.55,98.8,35.516666666666666,3,0,1,1
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,116.6,123.60000000000001,16.657142857142855,9,0,0,0
